a1,a2,a3,a4,a5,a6,a7,a8,emotions
2.4564,2.808,2.9565,1.6182,2.6625,3.3354,1.8542,1.3561,fear
2.9911,2.4749,3.1194,2.3827,2.5272,3.971,2.1663,1.4956,fear
2.4591,3.2596,3.5355,2.0581,3.0824,5.3666,2.09,1.5358,fear
2.3984,4.7539,6.0828,1.734,1.4992,3.2596,1.7657,1.1328,fear
3.3354,2.357,3.6761,2.4088,3.2121,2.3074,2.1481,1.5,fear
2.4676,1.8605,2.6851,2.4207,2.6604,4.6667,1.7143,1.2667,fear
2.4752,3.4726,3.1246,1.7871,3.1029,2.6683,1.8738,1.3048,fear
2.6249,2.8284,3.4169,2.0676,2.4906,3.7832,1.6639,1.4213,fear
2.4053,1.9926,2.5356,1.5033,1.8507,5.0111,2.3282,1.2484,fear
2.7316,2.0555,2.5307,1.5657,1.8909,3.1623,1.9312,1.4696,fear
2.4759,2.1111,2.5647,2.2649,2.651,3.4059,1.9378,1.3158,fear
2.9699,2.4775,4.6639,3.0891,2.4297,2.9506,2.0151,1.3821,fear
2.3496,8.5147,3.4677,1.8439,4.2317,3.5,1.9339,1.1173,fear
2.6441,2.1012,4.0822,2.8781,2.075,2.6165,2.1319,1.3221,fear
3.1333,2.4331,3.4169,2.6846,2.6846,3.0414,2.2255,1.6522,fear
4.2961,1.7706,2.2245,2.6049,1.7637,2.8636,1.8373,1.712,fear
2.3364,1.5284,3.4444,2.7698,2.4122,4.3853,1.7029,1.185,fear
2.6938,2.6355,2.7273,2.0965,2.2578,2.7526,2.2133,1.4401,fear
2.7454,3.144,3.3446,2.2337,3.159,2.8,2.3582,1.5607,fear
2.9341,2.9417,2.7895,1.6921,3.3843,3.5,2.0714,1.4667,fear
3.1688,1.8409,2.8532,2.6036,2.6036,2.75,2.2727,1.6322,fear
2.7463,5.3748,3.1384,2.5893,3.1191,2.7526,2.2133,1.37,fear
3.4059,1.7202,2.2834,2.1003,2.4957,2.3333,1.9339,1.58,fear
2.7824,2.6165,3.7675,2.4411,2.6757,4.0552,1.919,1.3678,fear
2.7653,3.2596,2.0403,1.6461,2.8807,3.3955,1.7871,1.4593,fear
2.5257,3.3397,2.4274,2.3895,2.8785,6.0,1.6121,1.2919,fear
3.2454,1.8571,2.8104,2.6606,2.1868,2.7526,1.8647,1.5557,fear
2.905,3.1901,2.3452,1.5113,2.9767,3.6461,1.7972,1.5225,fear
2.4429,1.5504,3.2438,1.5389,2.1764,4.111,1.9717,1.2215,fear
3.35,4.2426,2.7299,1.8226,2.0775,2.808,2.093,1.567,fear
2.5989,5.6667,4.0156,1.8067,3.5864,3.7583,2.0632,1.413,fear
2.8555,2.6,2.1667,2.6516,3.2793,2.9104,2.2515,1.5404,fear
3.0669,7.0178,2.677,1.55,2.1594,3.1379,2.0039,1.7114,fear
2.7289,2.2123,2.5909,2.2442,2.7286,3.2249,1.798,1.5104,fear
3.5269,2.1623,3.3223,2.1526,1.7595,2.2236,2.3536,1.6881,fear
2.6573,1.9415,3.5052,2.354,2.9567,2.506,2.3567,1.359,fear
3.3051,2.3393,2.1198,1.7939,2.8145,4.5277,1.6647,1.6526,fear
3.6734,1.125,1.9709,1.6873,1.6873,3.0,1.8352,1.7812,fear
2.9218,2.75,2.7153,2.0104,2.4749,3.4785,1.9091,1.3636,fear
2.8575,3.3397,2.9925,1.7557,2.7835,4.3925,1.7704,1.4692,fear
2.6479,1.7977,3.9156,2.146,4.1657,2.6077,2.465,1.4182,fear
2.7341,5.0,4.1921,4.8614,4.1669,2.4083,2.2438,1.2684,fear
3.2527,4.0249,4.0634,3.022,2.1236,3.0185,2.1098,1.5595,fear
3.3229,2.0069,2.4769,1.6298,2.5821,2.3393,2.0,1.7459,fear
2.6938,7.1694,4.6965,2.3895,2.4058,3.6702,1.9869,1.3114,fear
3.0125,3.1901,2.5127,1.8245,2.461,3.3354,2.0,1.5507,fear
2.312,3.0,5.0237,1.7409,2.0956,3.7832,2.1187,1.2068,fear
2.7116,3.1623,2.5697,2.2141,2.3591,2.9205,2.0086,1.3128,fear
2.5944,2.1122,4.1595,1.9626,2.3872,3.1623,1.8204,1.4093,fear
3.0833,1.7143,2.5725,1.9352,2.5802,4.6667,1.7857,1.5023,fear
3.2101,1.8111,2.4524,2.3108,2.3458,3.0104,1.6692,1.6601,fear
2.2949,2.125,2.6667,1.3356,2.4042,2.4254,2.8,1.2941,fear
2.7485,2.8018,2.7917,2.1193,2.1193,3.039,1.963,1.4277,fear
2.3956,2.5055,4.6667,4.4158,2.9438,5.0,1.668,1.2639,fear
2.5694,7.1554,3.2885,2.7484,4.46,4.3461,2.0765,1.1891,fear
2.6249,2.0,3.1427,2.4914,2.7551,3.8079,2.1735,1.3509,fear
2.9963,3.0067,3.2125,1.5834,2.192,4.2573,1.8828,1.5314,fear
2.2632,4.75,4.2857,2.4679,2.4343,3.75,2.0667,1.1065,fear
2.5714,2.0,2.9231,2.5012,2.7659,4.4272,1.8571,1.359,fear
2.8568,2.5495,3.0576,1.8244,1.9934,4.3732,1.6881,1.3868,fear
2.3692,1.7029,2.4224,1.5519,2.2546,3.7014,2.1899,1.1955,fear
2.7773,2.1934,3.6997,4.0225,3.6343,4.1231,1.7029,1.2939,fear
2.8409,2.6869,2.934,2.2036,2.3587,4.4944,2.269,1.4356,fear
3.2249,1.8626,4.2857,2.0636,1.9285,2.557,2.3788,1.6873,fear
3.712,2.1662,2.1631,1.7887,2.0868,2.4,2.2515,1.7202,fear
2.9113,2.0069,3.0677,3.3466,2.0958,2.2638,2.2196,1.1744,fear
1.9475,2.3783,4.316,2.5795,6.5765,10.6066,1.668,0.9986,fear
2.5417,3.6461,3.4677,1.7033,1.8313,3.6461,1.741,1.2708,fear
2.8503,1.625,2.7354,1.9239,2.0647,2.9205,2.0778,1.4636,fear
2.8423,5.0442,2.277,1.92,2.6626,5.6765,1.6442,1.3877,fear
3.0856,2.6,3.7678,1.8654,2.1833,3.5,1.9404,1.5404,fear
2.6593,1.4738,2.2832,1.8332,2.1008,3.5355,2.2804,1.4248,fear
2.5633,1.7669,3.2885,1.8699,2.1241,3.25,2.2308,1.25,fear
2.8652,4.4272,2.5584,2.4407,2.9402,2.2,2.8313,1.5068,fear
2.298,1.7916,2.3139,2.5767,2.5767,3.0104,2.1656,1.18,fear
3.0688,3.2596,3.0095,2.0961,4.0818,3.3955,1.8626,1.4593,fear
2.3606,3.3397,2.8524,2.1992,2.6235,3.7832,1.855,1.1803,fear
2.6431,1.8806,4.3333,2.2736,2.0828,3.6667,2.6379,1.1759,fear
2.7894,1.75,2.2959,1.8699,2.3798,2.6306,2.1302,1.5017,fear
2.3496,3.3248,4.9546,2.1576,2.6762,4.3925,1.9063,1.2607,fear
2.2664,2.5115,4.0483,1.608,1.9243,5.2705,2.0717,1.1142,fear
2.552,3.288,2.6111,1.7555,3.1634,3.4563,1.8081,1.4,fear
2.0982,2.0823,3.664,1.7993,2.7272,5.6921,1.9516,1.1811,fear
2.5488,3.9272,3.2971,2.4312,2.7105,2.1731,2.9912,1.3483,fear
2.7868,1.9849,3.4169,2.3417,2.1776,2.6077,2.306,1.4979,fear
2.5548,2.0,4.1655,2.2948,2.2791,3.2882,2.0752,1.1848,fear
2.4667,2.466,4.0,2.6981,2.6495,3.153,2.1552,1.2684,fear
2.7263,2.3881,2.645,2.3159,2.6334,3.4524,1.8596,1.5188,fear
2.5951,1.8647,2.3333,2.2079,2.9438,2.557,2.0708,1.3304,fear
2.5925,2.3286,3.4945,2.403,3.032,4.5277,2.1878,1.2963,fear
2.3852,4.1184,2.5474,1.9606,3.529,5.0596,2.3159,1.3342,fear
2.4182,1.8889,5.5672,2.1466,2.2555,2.2,2.9218,1.2955,fear
2.2522,2.0025,4.5138,2.8068,4.2036,5.0111,2.1296,1.1995,fear
2.9129,1.7678,2.6937,2.2997,1.5543,2.5055,1.8814,1.5,fear
2.7703,6.5,3.4522,2.3211,2.8147,3.25,1.8478,1.31,fear
3.039,3.4752,3.5919,2.1211,2.2967,2.8018,2.0812,1.5058,fear
2.3214,1.6031,3.5178,1.5937,1.8031,1.9709,2.8873,1.2491,fear
2.5277,5.0111,3.0125,2.2436,3.4119,4.7434,1.8679,1.3985,fear
2.5269,3.8,2.9614,2.9746,3.9126,3.0,1.8897,1.2643,fear
2.6471,2.7948,4.5128,3.5048,1.9826,2.8,1.8585,1.2353,fear
3.709,1.4753,2.1339,1.723,2.3725,3.2056,1.7155,1.838,fear
2.671,2.1963,2.9043,1.6246,1.6246,3.0185,2.0,1.55,fear
2.3837,3.1408,3.8352,1.5559,2.2711,3.7832,2.1311,1.2141,fear
2.8903,3.6222,2.8673,2.2361,1.8927,2.9637,2.071,1.4525,fear
2.9501,4.0383,2.6666,1.5878,2.6183,3.6497,1.7841,1.7388,fear
3.1468,3.0,2.5139,1.7138,2.6688,3.4928,2.1511,1.5902,fear
3.1083,1.2591,2.1941,1.5076,1.6427,3.0679,1.9764,1.6641,fear
2.0123,3.3044,6.3714,2.2423,2.6019,3.8928,1.8647,1.0062,fear
2.7507,2.2857,3.5,2.5596,2.1829,3.0,2.071,1.3764,fear
2.8534,2.3393,4.0156,2.305,3.4005,3.5089,1.9289,1.5691,fear
2.8075,2.3989,2.5373,3.2419,2.3037,2.9107,1.808,1.3367,fear
2.8127,2.9417,4.7045,1.7524,1.6493,3.144,1.9347,1.5333,fear
2.5421,1.8806,2.601,2.0346,2.1875,3.5355,1.6788,1.2972,fear
2.4094,2.9483,3.1769,2.4387,2.0323,3.5355,1.7692,1.1992,fear
2.8714,1.3931,3.7678,1.7966,2.0676,4.111,2.0826,1.4304,fear
3.062,3.0,3.0969,1.4743,4.1699,5.3009,1.9677,1.6026,fear
2.0,2.9774,2.8484,1.9306,2.2402,3.8079,2.1025,1.0076,fear
3.0206,3.0,2.6363,2.0531,1.9434,2.4807,2.1287,1.6108,fear
2.5983,3.6702,2.9317,1.5432,2.0435,3.7832,1.8609,1.4018,fear
2.7402,4.7539,2.9204,3.0944,3.7525,2.8284,2.1319,1.4695,fear
2.9155,1.8439,3.3245,1.7917,2.0253,3.6667,2.4545,1.4593,fear
2.9913,3.4306,3.245,1.8265,2.4392,3.0679,1.9252,1.5339,fear
2.8471,1.6172,2.3256,1.7975,2.7288,3.153,2.0826,1.5416,fear
3.0835,2.2091,3.25,1.765,2.118,3.0104,1.9119,1.5418,fear
3.2793,1.8158,3.1942,1.5712,1.8264,3.4041,1.7232,1.6397,fear
2.6605,4.2793,2.9961,1.7406,3.4646,3.4234,1.884,1.4652,fear
2.3004,2.0938,2.5886,1.7628,2.5091,4.111,2.2361,1.2299,fear
2.8132,4.0,3.9098,2.7634,2.5369,3.144,1.9961,1.5,fear
2.4183,3.171,3.0909,2.1392,2.5614,3.0,2.4009,1.315,fear
3.187,2.1573,2.7816,2.5711,2.3199,3.4785,2.3654,1.6389,fear
2.683,3.2062,3.1123,2.3484,3.8681,3.7583,1.7972,1.3737,fear
2.2278,5.0,2.8175,2.2179,3.8904,5.1088,1.7822,1.1754,fear
2.3132,3.171,6.1326,2.0744,1.511,2.8333,1.7657,1.2625,fear
2.5942,3.334,3.4647,2.0484,2.0484,3.2882,2.2061,1.2955,fear
2.2178,2.2886,6.0,2.1704,2.2672,3.5,2.7143,1.0878,fear
2.6762,3.1925,6.8566,2.904,2.0941,3.8243,1.8594,1.2529,fear
2.5,1.5556,2.3186,1.7203,3.0105,4.0,2.1667,1.4286,fear
3.6604,4.717,3.4299,2.8606,2.2826,2.7735,2.43,1.8237,fear
2.0949,5.0249,5.0444,2.1653,2.0032,3.2596,2.4591,1.0991,fear
2.903,1.2748,3.4235,2.0147,1.767,3.8243,1.9785,1.4515,fear
2.3564,3.7577,3.7445,2.7613,3.46,4.8166,1.9141,1.1278,fear
2.5625,5.3333,3.7833,2.0025,2.3363,3.75,1.9345,1.3125,fear
2.5747,2.3505,2.7376,1.7775,2.5824,2.8388,2.5127,1.4254,fear
2.992,2.5221,2.1393,1.7734,2.022,2.4207,1.8195,1.5256,fear
2.5889,4.1231,2.9691,2.0,3.1379,3.0067,2.2616,1.4706,fear
2.5625,1.5921,6.2132,1.5041,2.6809,4.3333,2.3077,1.375,fear
2.2314,3.4059,7.0355,1.8599,2.003,4.6667,1.9299,1.2332,fear
3.5837,10.7005,3.298,5.0486,4.4388,2.8771,2.1504,1.7891,fear
2.5342,1.6667,6.5,1.7996,2.5195,2.9104,2.25,1.3333,fear
2.9167,2.4,2.0,4.2537,2.3029,3.0,2.0017,1.5,fear
2.3606,2.4083,3.7656,2.1409,1.9926,5.0111,1.8009,1.2346,fear
3.0,5.1478,3.0162,1.9243,2.6685,2.4971,2.0,1.4826,fear
2.7868,4.4385,2.3139,2.2538,2.9327,3.5089,1.925,1.432,fear
2.3485,1.5497,3.2617,1.7225,2.12,3.0104,2.5864,1.3551,fear
2.6888,2.2902,3.5694,1.7387,2.3045,3.0185,1.7126,1.4361,fear
2.4375,2.2627,2.8477,2.0,4.0,5.3333,1.876,1.375,fear
2.4676,4.7434,2.5701,2.8,4.4272,5.0111,1.796,1.2667,fear
2.5306,2.6762,4.3238,2.8748,2.4099,3.5355,2.0616,1.3031,fear
2.5983,3.6702,2.9317,1.5432,2.0435,3.7832,1.8609,1.4018,fear
2.2638,3.8,2.5104,2.4343,2.6923,3.25,2.3077,1.1579,fear
2.1108,2.5754,3.485,1.9339,3.333,4.6786,2.0674,1.1662,fear
3.001,3.25,2.4267,1.7991,3.5982,6.5,2.0015,1.5385,fear
2.4706,2.1934,3.1209,2.5464,2.0545,3.1305,2.0061,1.2086,fear
2.4413,2.5754,5.8579,1.7522,2.1566,4.6667,2.144,1.2203,fear
2.6095,2.9637,3.1335,1.5572,2.2131,4.7539,2.332,1.3912,fear
2.9336,1.7889,2.4027,1.706,2.3658,2.8388,2.2797,1.535,fear
2.8711,3.8471,3.5665,2.4124,2.3465,3.1901,1.8639,1.5,fear
2.26,2.3783,3.9156,2.5961,2.3833,3.8806,1.9375,1.2089,fear
2.6249,2.0203,3.0715,2.0371,1.7612,2.2361,2.3409,1.2806,fear
2.7722,2.8284,3.047,1.4319,2.0989,3.4041,1.8742,1.4213,fear
3.0779,3.153,2.1514,1.7991,2.4941,3.75,1.8,1.4615,fear
3.5843,1.5,1.985,1.51,2.0776,2.6,2.3077,1.8352,fear
2.8712,1.2936,2.6163,1.7118,2.1073,5.0,1.9,1.546,fear
3.0747,2.7456,2.4886,2.0912,2.4066,3.3955,2.2143,1.5714,fear
3.1241,6.3246,2.6413,2.2433,2.4027,2.9678,2.1187,1.7029,fear
2.501,3.5,3.3385,1.9797,2.3848,3.25,1.9246,1.3571,fear
2.836,3.9511,3.6878,2.3246,2.393,3.2344,1.8991,1.3772,fear
2.9402,4.0,2.3702,1.4283,3.4913,4.3656,1.9452,1.6875,fear
2.3054,1.8943,4.9963,1.8435,1.6164,3.6056,2.554,1.1409,fear
2.2081,3.171,2.7778,1.4446,3.5745,4.0078,2.0585,1.314,fear
2.8503,3.153,2.1785,2.4219,2.1853,3.5089,1.7826,1.4615,fear
3.4819,3.1623,3.6749,2.5738,2.8003,2.4331,2.5693,1.779,fear
2.9347,2.2557,2.5161,1.8626,2.3669,4.3012,1.8188,1.4762,fear
3.0373,10.0,2.6465,2.6955,2.8467,2.4331,2.3724,1.4765,fear
2.5498,3.0537,3.0552,1.7719,1.862,4.7092,1.857,1.3758,fear
3.3375,2.0,2.4457,1.6454,1.9196,4.1593,1.9007,1.5833,fear
2.5612,3.1009,4.6726,4.1829,2.764,2.6312,1.8439,1.2,fear
2.9205,2.7948,2.5923,1.8054,1.785,5.1478,1.9201,1.3061,fear
2.751,4.0078,3.7067,1.6656,4.235,4.1231,1.8273,1.5607,fear
2.3783,4.0,3.5,3.6854,3.0092,2.0069,2.4083,1.25,fear
3.001,2.1372,2.7386,1.6263,2.0569,2.8071,1.7812,1.5385,fear
2.8125,1.6,2.0002,2.1853,2.7813,4.0078,1.9337,1.4375,fear
4.2368,1.6522,3.7833,2.2524,2.2085,2.3616,2.2667,2.0123,fear
3.1811,3.4234,3.4142,1.6721,1.9488,3.5518,2.0549,1.5234,fear
2.5943,2.4453,2.6364,2.077,2.431,3.5089,2.1669,1.2971,fear
2.5333,3.75,2.5727,1.338,2.3616,3.0,2.4167,1.3333,fear
2.5806,2.5221,5.9598,2.2604,1.9277,2.6306,2.1302,1.3233,fear
3.274,1.5556,2.3256,1.6665,1.9372,2.8071,1.9237,1.7273,fear
3.7447,2.1623,3.1709,4.3317,2.9563,2.1662,2.9323,1.7749,fear
3.0,3.25,3.25,3.2893,3.2893,3.0,2.085,1.4615,fear
3.3886,1.1804,2.6937,1.4381,1.5102,4.1231,2.3022,1.6106,fear
2.683,1.9884,3.3491,2.427,2.9125,4.3461,2.2255,1.3114,fear
2.5838,1.8922,2.6413,2.1157,2.6687,3.0,2.0667,1.2932,fear
3.0906,6.0208,3.0715,1.8485,2.5886,4.7434,1.8049,1.7518,fear
3.2,1.6667,1.8333,2.9274,2.3419,4.0,1.9167,1.7,fear
2.7341,3.638,2.3256,1.6272,2.8614,2.6,2.1552,1.4667,fear
2.8132,4.0,2.7778,2.6875,5.2335,3.6,1.7222,1.4375,fear
3.0836,2.0616,2.8272,1.8403,2.4993,3.6715,2.0397,1.5068,fear
2.4587,2.2023,2.8807,1.7422,2.1293,2.0156,2.6055,1.453,fear
2.5864,3.3397,3.0092,1.9638,1.9638,3.2062,2.0594,1.4692,fear
2.6973,2.3345,2.5244,2.147,2.616,7.2111,1.7376,1.3946,fear
2.5612,2.7735,3.0715,2.0541,2.6728,3.1901,1.9899,1.3509,fear
2.4936,1.7545,2.5104,1.7202,3.4405,2.9104,2.1667,1.4249,fear
3.1275,2.0,2.25,1.8923,2.523,2.5495,1.9846,1.5,fear
3.2102,2.4715,2.2429,1.6306,2.9063,4.5277,1.7747,1.5357,fear
2.8064,2.9483,2.6413,2.0607,2.6062,4.0078,1.8807,1.5314,fear
2.9294,3.3955,2.7015,2.25,3.375,4.6667,2.0,1.5,fear
2.4693,3.7583,3.3385,2.2627,3.3941,3.6461,1.7972,1.332,fear
2.8419,1.8626,3.0207,1.5843,1.9984,4.3461,1.9235,1.3827,fear
2.4658,1.806,3.2529,1.7523,2.9251,3.8471,2.2735,1.3494,fear
2.9553,3.6702,2.804,2.4534,2.4534,3.3354,2.2197,1.4127,fear
2.9876,4.0552,4.3846,2.4758,2.721,2.7116,2.1052,1.4356,fear
2.4009,2.5,6.4075,1.7914,1.7914,5.0,1.7333,1.3333,fear
2.0594,1.3359,8.0552,2.355,2.1061,4.0,2.0,1.0623,fear
2.5025,3.0,3.7656,1.5563,2.3328,4.7539,2.1296,1.279,fear
2.5903,2.6077,2.8761,2.5289,2.6273,3.0679,2.4354,1.368,fear
2.5942,3.0067,4.3653,3.4041,3.119,2.8,1.9339,1.3304,fear
2.4977,2.8071,2.7693,3.1179,2.5711,3.2596,1.9189,1.2844,fear
3.7521,2.5298,2.2154,3.2573,2.443,4.0139,1.4215,1.6298,fear
2.7735,2.1633,4.4096,1.9741,3.0294,3.3354,2.12,1.314,fear
3.1874,2.9069,3.7408,2.1289,2.6136,4.4045,1.9332,1.5152,fear
3.3086,3.25,2.2771,1.7545,4.6786,4.0,1.875,1.6923,fear
3.7345,8.0623,3.485,2.2805,2.2511,2.6306,2.1771,1.7231,fear
2.4009,1.875,2.8284,1.5028,1.5028,3.25,2.0769,1.4016,fear
2.7177,3.1048,5.0935,2.0964,2.2661,3.7101,1.8868,1.4533,fear
2.3723,1.6521,2.5571,2.0741,2.4277,4.4721,2.1401,1.2711,fear
2.5277,3.171,4.0178,2.5888,2.5711,2.8,2.2857,1.2089,fear
1.9303,3.4752,4.2198,2.2712,2.3332,4.5277,1.8132,1.0707,fear
2.5837,3.243,3.8933,2.2507,2.9308,2.3863,2.3038,1.4037,fear
3.2718,2.8284,2.4474,2.073,2.4431,3.8881,1.8755,1.6279,fear
3.1305,1.118,2.2936,1.3979,1.6221,3.1623,2.201,1.5793,fear
2.3518,2.5031,2.5808,1.8983,2.4557,4.005,1.8504,1.3492,fear
2.2384,2.1122,4.3846,3.3329,1.9434,3.0104,2.256,1.1803,fear
3.1009,2.5495,2.5886,1.4937,3.0107,3.6461,1.7308,1.5404,fear
3.0039,3.25,2.8484,3.509,3.1191,2.6077,1.9956,1.4636,fear
2.5838,3.4059,4.6771,1.75,2.1402,3.5,2.1429,1.2919,fear
3.6493,1.2649,2.8284,2.118,3.1247,4.3843,2.0654,1.9709,fear
3.0009,4.6667,2.4666,3.0,4.8683,2.5,1.9333,1.5714,fear
2.9634,2.3074,2.442,2.206,2.1465,2.8636,2.0446,1.5114,fear
2.7333,1.875,3.4342,1.8626,2.8583,3.75,1.8012,1.3333,fear
2.8775,3.357,2.4683,1.7018,2.2385,2.5221,2.525,1.5817,fear
2.7786,2.8071,3.75,1.5026,2.1856,3.0,2.3348,1.4267,fear
3.3846,1.8571,2.4666,1.8925,1.8462,3.0,1.9345,1.5385,fear
2.7299,2.8828,2.2154,1.9342,3.6888,4.0,1.7833,1.4689,fear
2.9241,2.1372,4.1921,2.5571,2.1582,2.6,2.0015,1.5385,fear
2.6433,3.6702,5.6284,1.879,2.0125,4.6667,1.9286,1.3233,fear
2.7718,1.3381,2.3988,2.0111,1.9938,2.2361,2.6833,1.506,fear
3.3772,3.9115,2.9007,2.8367,2.8645,2.4258,2.2361,1.5884,fear
2.7795,1.3966,2.3452,2.2079,2.1928,2.7613,2.5415,1.4267,fear
2.4009,3.75,5.1978,2.4593,2.4834,4.3333,1.8478,1.2684,fear
3.0679,2.9155,2.6066,3.0366,2.3574,3.3993,1.6785,1.4266,fear
2.1427,1.8507,2.9382,1.8251,1.751,5.1478,2.3472,1.0,fear
2.7735,2.0396,2.7072,2.157,1.7787,4.5607,1.8319,1.3083,fear
2.8408,2.2361,3.1269,2.0404,1.9094,2.6683,1.9109,1.3557,fear
3.0723,3.5,3.0072,1.7106,1.61,3.4041,2.1422,1.5779,fear
3.0007,3.8806,3.1004,2.9194,2.8994,3.8881,2.0594,1.5625,fear
3.5962,2.4734,2.998,1.6627,1.7639,3.1901,1.7001,1.5811,fear
2.8425,2.8284,3.1172,1.5742,2.2693,3.2882,2.141,1.43,fear
2.6485,3.6878,3.7776,2.438,2.8633,3.7652,1.9844,1.368,fear
3.1279,3.0414,2.3022,2.1834,3.2751,2.8071,1.925,1.646,fear
2.8634,2.5055,2.8,1.8049,2.3738,2.7526,2.2133,1.4649,fear
3.1881,3.2,3.6222,2.9167,3.1581,3.2,2.0625,1.5,fear
3.2143,7.0,2.6413,2.2143,3.875,2.9104,2.5847,1.6429,fear
2.5575,4.0078,3.25,1.789,3.5161,4.3333,2.0783,1.1868,fear
2.7599,4.2573,3.0185,2.0158,2.4653,3.4059,1.9387,1.3506,fear
2.7703,3.25,2.8142,1.5207,2.3859,2.6,2.0783,1.6923,fear
3.0394,1.5592,1.9952,1.908,2.0143,2.3324,2.3326,1.8077,fear
2.8727,2.9483,2.469,1.8211,3.0917,3.4041,1.8538,1.332,fear
2.7653,1.8439,2.3859,1.9105,2.9297,4.3012,2.0228,1.4254,fear
2.5257,3.4059,3.1014,2.233,2.9457,5.6667,1.6481,1.2346,fear
2.8471,1.6298,3.0142,1.7202,2.6115,3.3955,1.9339,1.6125,fear
2.2026,4.319,4.1433,2.2715,2.5892,3.4041,2.3555,1.0454,fear
2.9941,3.0067,3.5832,1.8771,3.337,3.0067,2.1296,1.5978,fear
2.4648,5.0111,4.0276,2.664,2.2048,2.4083,2.256,1.2708,fear
2.3752,2.6926,3.7656,1.8536,1.9929,4.7539,1.8732,1.2387,fear
2.2656,3.8,3.5725,3.1065,4.9117,3.3955,2.0714,1.1053,fear
2.8472,3.25,2.5104,1.8515,2.3626,3.1623,2.1489,1.6154,fear
2.6206,3.8881,4.2638,2.1456,2.4373,3.2062,1.9347,1.4971,fear
2.3915,2.9592,3.7656,2.515,2.3387,3.5,2.2154,1.2222,fear
2.8848,4.5277,2.38,1.8011,2.1013,3.5355,1.9144,1.3986,fear
2.6923,2.6,2.943,2.5522,3.646,3.3333,2.6019,1.4615,fear
2.9205,5.2559,3.3088,2.868,2.8399,3.7832,1.8037,1.3604,fear
2.9199,2.0073,2.5763,2.1004,3.1993,5.2345,1.9724,1.5139,fear
2.7288,1.2222,3.0207,1.8,2.1388,3.35,2.2907,1.5481,fear
2.3469,3.8348,3.1623,3.3579,3.4088,3.2358,2.0731,1.2426,fear
3.217,1.7657,2.8532,2.0187,2.1312,2.8555,2.1324,1.4826,fear
2.5125,2.4,2.3607,1.6634,3.3726,2.5125,2.2907,1.4191,fear
2.5606,3.2062,2.295,2.2255,2.9359,5.3333,1.6887,1.2476,fear
3.8793,1.8111,2.2364,1.888,2.3702,3.0104,1.7617,1.5617,fear
2.6715,4.6336,3.2536,1.9525,2.4977,3.4,2.1185,1.4665,fear
3.2398,2.4083,3.1769,2.2357,3.3483,2.6077,2.0,1.663,fear
2.6847,3.1623,4.0203,2.3197,2.8772,3.43,2.0809,1.3156,fear
2.6,1.5,5.6,2.265,2.265,4.3333,2.0783,1.4016,fear
2.5977,3.0067,4.357,2.6081,1.8629,2.8071,1.9289,1.332,fear
3.069,1.3517,2.2834,1.4493,1.9341,2.9205,2.256,1.6522,fear
3.1408,1.5207,3.0811,1.9695,1.5334,3.0414,2.1435,1.4887,fear
3.1333,2.4331,3.0178,2.3825,2.4059,2.6306,1.8389,1.5704,fear
2.4013,5.7009,3.3515,2.0952,3.5571,4.1515,1.8195,1.2806,fear
3.3229,2.0069,2.4769,1.6298,2.5821,2.3393,2.0,1.7459,fear
3.0674,7.5,2.8149,2.0503,4.6159,2.1476,2.332,1.6,fear
2.4676,4.7434,2.5701,2.8,4.4272,5.0111,1.796,1.2667,fear
2.9179,1.9728,2.4764,1.8634,3.122,3.0104,1.9948,1.4167,fear
2.6753,1.6179,3.8687,2.3937,2.3937,3.0923,1.967,1.3678,fear
2.6438,2.8,2.7402,2.0812,3.1168,3.5089,1.925,1.5017,fear
2.5697,1.9884,5.564,1.6901,2.067,5.0442,1.9209,1.3737,fear
3.058,3.357,2.9691,2.4061,3.2766,4.3925,1.8846,1.5234,fear
2.5278,1.31,2.1165,1.3948,1.869,3.334,1.9421,1.4681,fear
2.9179,4.0,3.5943,1.9317,2.8536,4.3461,1.8423,1.4191,fear
3.1929,3.6461,2.6519,2.2252,2.3313,3.144,1.9971,1.5978,fear
3.0009,4.6667,2.4666,3.0,4.8683,2.5,1.9333,1.5714,fear
3.2222,1.2974,1.7749,1.591,2.189,3.5,2.2143,1.764,fear
2.9321,2.0,2.4443,1.9395,2.4684,2.7456,2.0051,1.5017,fear
2.5516,4.5069,3.7067,2.1452,2.7303,5.0,2.0667,1.277,fear
2.4656,2.0102,2.645,1.8861,2.3602,3.2059,2.1542,1.3254,fear
2.9276,1.8792,3.2635,2.4526,3.679,4.3461,2.3022,1.3985,fear
2.5873,4.4272,2.9896,4.0055,3.1096,4.4385,1.5739,1.1451,fear
2.6206,1.6031,3.6425,1.7545,2.7796,2.2091,2.8066,1.3723,fear
2.2162,2.687,7.2775,2.5358,3.043,3.2596,2.3022,1.1591,fear
2.0542,2.506,5.1965,1.8815,2.5807,4.3012,1.8902,1.0957,happy
2.6641,2.126,3.25,2.1099,2.0954,2.3616,2.2438,1.332,happy
2.3877,2.3947,2.5781,1.7397,2.4839,4.5338,2.0,1.2456,happy
2.0864,2.3505,5.3983,1.5754,3.1508,5.2345,1.8659,1.1276,happy
2.3239,2.106,2.9218,2.4963,2.8239,3.5795,2.2361,1.2242,happy
2.8374,1.6548,2.5181,1.5041,2.366,2.1926,2.5612,1.5452,happy
