a1,a2,a3,a4,a5,a6,a7,a8,emotions
2.043,2.02216,4.36746,1.88054,2.09219,1.81542,1.70654,1.49703,angry
2.18419,4.6643,2.91099,1.70291,1.72654,2.54538,1.4839,1.63467,angry
2.42666,3.23302,3.60709,1.62084,1.84043,2.0438,1.69158,1.82757,angry
2.30634,2.54528,3.1958,1.66141,1.86256,2.99972,1.44419,1.74231,angry
2.25683,5.20455,3.28401,1.87654,1.4316,2.17938,1.44834,1.68569,angry
2.43723,2.90578,3.10377,1.71069,1.24468,1.98034,1.63925,1.87035,angry
2.35716,4.15106,3.39632,1.68686,1.91381,2.4657,1.48237,1.80968,angry
2.64622,2.37498,4.14385,1.99792,1.39806,2.31617,1.49353,1.94913,angry
2.01939,2.3462,3.72505,1.69986,2.57387,2.92184,1.35455,1.55913,angry
2.21509,3.35688,2.78309,1.9428,1.97393,1.7187,1.78938,1.65232,angry
2.04931,8.11256,3.86663,1.74046,2.1517,2.68359,1.37466,1.55326,angry
2.3921,3.68785,3.07187,1.95642,2.23315,2.56724,1.45547,1.76415,angry
2.2714,3.41231,6.23012,1.59459,1.92861,3.09993,1.42851,1.75442,angry
2.3517,2.02595,4.57538,1.94884,1.60832,1.80658,1.79553,1.70399,angry
2.25067,5.16461,3.32668,1.92827,1.42914,1.88473,1.64664,1.64266,angry
2.22508,1.31204,3.75527,1.80293,1.39066,2.05765,1.67976,1.67093,angry
2.14004,4.67309,2.93981,1.90859,2.18752,2.12937,1.55641,1.6136,angry
2.14278,4.64829,3.52888,1.53739,1.69148,2.71485,1.42548,1.65726,angry
2.52403,5.54812,2.91976,1.59199,1.96289,3.31185,1.30599,1.97048,angry
2.25877,1.84668,3.88969,1.58354,1.69622,2.61116,1.52081,1.75199,angry
2.49439,2.67337,2.91581,1.55284,1.46582,2.2829,1.54973,1.93378,angry
2.49863,3.94013,3.12015,1.84579,1.86125,2.40124,1.55424,1.8637,angry
2.37013,4.18884,4.86856,1.73601,1.90612,1.83761,1.758,1.79278,angry
2.13446,3.95566,3.20321,1.69741,1.96253,2.0706,1.57641,1.64581,angry
2.46131,1.54496,2.9963,1.60397,1.63579,2.06624,1.76385,1.89613,angry
2.21523,2.89355,3.4149,2.03571,1.16722,2.02296,1.54245,1.54088,angry
2.23468,1.67567,7.24497,1.81364,1.85287,1.21824,2.50707,1.65926,angry
1.91363,1.74695,4.54111,2.0258,1.94879,1.71853,1.79666,1.41521,angry
2.11204,1.78845,4.21198,1.9239,1.30398,2.02444,1.6812,1.52107,angry
2.46131,1.54496,2.9963,1.60397,1.63579,2.06624,1.76385,1.89613,angry
2.3565,4.60547,3.35088,1.93476,2.06323,2.61765,1.41253,1.72724,angry
2.60186,3.83782,3.54222,1.51396,1.58867,2.27035,1.65691,2.05501,angry
2.25559,3.31648,4.32894,1.77012,2.02507,2.07348,1.59913,1.68717,angry
2.33814,4.42488,2.64881,1.57403,1.76252,2.52804,1.4541,1.78074,angry
2.32781,4.30987,3.3934,1.50523,1.93403,2.80017,1.42457,1.82929,angry
2.39232,3.96105,3.77816,1.70851,2.04653,2.78502,1.39568,1.88173,angry
2.13224,1.53128,5.71211,1.76902,2.05217,2.30793,1.72622,1.59132,angry
2.26904,5.63056,4.0168,1.67356,1.57678,2.68202,1.37446,1.7246,angry
2.71676,2.87297,2.93364,1.61504,1.80613,2.19854,1.528,2.13084,angry
2.43199,2.83507,3.98524,1.72201,1.73995,1.99253,1.73309,1.85812,angry
2.37078,1.84794,2.96461,1.75201,1.55811,2.11493,1.68722,1.75223,angry
1.89623,2.00281,3.78347,1.78754,1.79938,2.316,1.6401,1.45066,angry
2.03523,1.79277,2.75009,1.53559,1.41822,3.11716,1.43119,1.55962,angry
2.14077,5.26084,3.2452,1.71087,1.76994,2.38043,1.47251,1.63901,angry
2.12326,2.46766,2.95094,1.51166,1.64431,3.08277,1.38389,1.65253,angry
2.05222,4.66766,4.0012,1.47036,1.6525,2.26509,1.51143,1.60148,angry
2.10776,2.25673,3.60352,1.61156,2.07252,2.66809,1.4434,1.6232,angry
2.25095,6.95755,2.64976,1.76004,2.57563,3.60097,1.25205,1.7495,angry
2.41612,2.48907,3.05229,1.70356,1.56164,2.77727,1.37401,1.80312,angry
2.15654,3.73673,3.18215,1.73926,2.20764,2.12237,1.57481,1.64808,angry
1.9852,3.15976,4.68027,1.83843,2.07007,2.54214,1.47037,1.50328,angry
2.17157,3.76109,2.81375,1.6445,1.70142,2.15997,1.55527,1.69646,angry
2.08763,1.7134,6.57256,1.67675,1.66946,2.60346,1.54935,1.59799,angry
2.33262,5.63676,3.54994,1.85444,1.80822,2.67033,1.41744,1.7031,angry
2.67494,1.32745,3.23323,1.74501,1.79598,1.79168,1.93459,2.04081,angry
2.04375,2.65228,3.37198,1.73919,1.98417,2.02754,1.61827,1.54882,angry
2.53596,2.75294,3.16044,1.88396,1.46568,2.29545,1.48997,1.89391,angry
2.57809,3.64513,2.37735,1.82964,1.27524,2.50566,1.3894,1.93302,angry
2.13175,5.46428,3.90894,1.82194,2.165,2.22647,1.51269,1.5994,angry
2.10033,2.77779,3.34798,1.97602,2.29834,1.6466,1.69621,1.56844,angry
2.28462,5.87757,3.1287,1.881,2.21286,2.58407,1.42664,1.70633,angry
2.23516,4.0566,4.42952,1.86838,1.58199,2.47008,1.38429,1.65908,angry
2.1926,1.47794,4.38304,1.60738,1.53765,1.44179,2.23585,1.63314,angry
2.26751,1.96165,3.84731,1.55,1.50379,2.63922,1.5933,1.70185,angry
2.12763,3.97341,3.73361,1.71143,1.92982,2.06324,1.5626,1.62777,angry
2.42475,3.36858,3.11941,1.89257,1.24376,2.2227,1.5003,1.78541,angry
2.57504,3.63497,2.82802,1.76304,2.01457,2.3703,1.54158,1.93032,angry
2.00938,3.08137,3.63272,1.70502,1.5301,1.71253,1.73593,1.54925,angry
2.45391,3.32292,3.73353,1.96904,1.79732,1.79785,1.80464,1.83043,angry
2.15166,3.09197,3.69085,1.7195,1.49007,1.35019,2.08391,1.60389,angry
2.09758,4.37644,2.99517,1.82923,1.89738,1.92754,1.62389,1.53413,angry
2.19159,1.79844,4.17278,1.90066,1.66031,1.85324,1.71162,1.63917,angry
2.1817,6.96979,2.83119,1.69564,1.73105,3.69258,1.26536,1.63676,angry
2.75254,2.81168,3.30334,1.6282,1.78387,2.29834,1.52024,2.14223,angry
2.29103,4.39997,3.32418,1.82002,2.1321,2.37183,1.5175,1.7553,angry
2.34566,4.94898,3.07594,1.62454,1.47845,2.20674,1.62163,1.84348,angry
1.7976,2.37687,6.12428,1.78066,1.86549,2.96636,1.45215,1.32288,angry
2.17824,3.43237,3.61986,1.85008,1.57452,1.66304,1.85495,1.6098,angry
2.3486,1.94904,3.49552,1.67037,2.03393,2.60238,1.48759,1.83276,angry
2.3091,4.30115,2.88381,1.75453,1.95943,2.21421,1.56068,1.77518,angry
2.30416,5.01969,4.11818,1.56214,1.65449,3.06412,1.36376,1.77157,angry
2.0638,1.57638,4.10202,1.6246,1.65234,1.92631,1.77846,1.53069,angry
2.45057,3.11402,2.69211,1.62483,1.92189,2.0843,1.58928,1.88605,angry
2.31404,2.39248,3.51582,1.73964,1.7593,2.05055,1.67995,1.7996,angry
2.37901,2.10592,3.95178,1.84255,1.51307,2.54645,1.38559,1.82489,angry
2.23041,1.45133,3.88491,1.69889,2.03552,2.67297,1.52685,1.76255,angry
2.21049,2.13669,4.9404,1.87317,1.35564,2.00586,1.61417,1.67354,angry
2.25307,4.9069,3.35349,1.58344,1.76298,3.74849,1.31299,1.69567,angry
2.07858,1.99865,4.53135,1.82996,1.5001,1.79095,1.64221,1.646,angry
2.31897,4.85428,4.33647,1.7421,1.62844,2.23365,1.5953,1.77689,angry
2.22699,1.61872,4.19491,1.56597,1.59979,2.00399,1.82846,1.68225,angry
2.11968,4.09413,2.89824,1.61861,2.22719,2.02599,1.57831,1.67857,angry
2.40942,4.68211,3.4369,1.73794,1.87676,2.71902,1.4574,1.8222,angry
2.20599,2.59172,3.14525,1.66954,1.75823,2.65841,1.45093,1.69801,angry
2.27563,2.02761,2.86783,1.94858,2.46751,2.13606,1.53676,1.67693,angry
2.2839,2.51813,3.10869,1.62271,2.13507,3.65637,1.3134,1.78345,angry
2.00055,2.08272,3.59749,1.60665,1.54836,2.43096,1.63406,1.53565,angry
2.39383,3.39111,3.47869,1.84759,1.67813,2.08601,1.6279,1.76135,angry
2.14175,1.92222,3.13853,1.83871,1.74482,1.57483,1.81572,1.59737,angry
2.08488,7.1438,3.62122,1.64841,2.09769,3.13307,1.31302,1.61429,angry
2.25897,1.5384,3.61471,1.85936,1.66902,1.45629,2.09668,1.68396,angry
2.50989,3.3609,2.8587,1.5129,1.57911,2.66666,1.44945,1.99446,angry
2.34945,2.70752,3.42843,1.77072,1.376,2.02782,1.59199,1.81197,angry
2.16851,4.23699,3.20693,1.57995,1.62934,2.42881,1.45294,1.67131,angry
2.20886,4.28344,2.78842,1.35555,1.66881,3.84912,1.31835,1.77603,angry
2.40064,4.05592,3.0847,1.82299,2.02168,2.76826,1.4209,1.82492,angry
2.36687,4.68784,4.61661,1.72996,2.13891,2.43157,1.50174,1.81864,angry
2.16773,3.00473,3.59495,1.66307,1.68939,3.04499,1.27486,1.70859,angry
2.27966,2.86621,3.88443,1.5017,1.61466,2.72696,1.46609,1.76489,angry
2.12054,3.08168,3.86063,1.61696,1.72948,2.53347,1.51655,1.70404,angry
2.3316,4.33681,4.46435,1.91459,2.01009,1.92385,1.67652,1.73221,angry
2.43538,4.00801,2.64307,1.64292,1.54174,2.08657,1.58893,1.829,angry
2.05703,3.0887,3.70785,1.85337,1.9381,1.83688,1.72188,1.52845,angry
2.34789,5.16329,3.25083,1.69368,1.98446,2.90316,1.38998,1.77666,angry
2.62979,5.10422,5.19141,1.81358,1.95449,2.55051,1.46723,1.96309,angry
2.01649,2.3408,3.62449,1.47375,1.75557,2.12746,1.65303,1.6229,angry
2.35257,3.07551,3.30942,1.64923,1.70716,2.11569,1.59211,1.82835,angry
2.20883,1.70197,5.03767,1.74371,1.9939,1.61517,1.99895,1.66226,angry
2.12611,5.52209,3.63382,1.82632,1.84213,2.03267,1.56293,1.59675,angry
2.50952,2.46116,3.10821,1.82776,1.97056,1.92445,1.6313,1.85182,angry
2.03773,2.53329,3.79493,1.81753,2.34194,2.39404,1.50279,1.56139,angry
2.60825,4.56302,3.06665,1.4418,1.45942,3.57908,1.31763,2.05983,angry
2.04756,2.036,4.16959,1.61662,1.65077,2.03828,1.71145,1.57549,angry
2.30866,1.79963,3.29465,1.68392,1.73311,2.55832,1.50757,1.80472,angry
2.45211,2.30371,4.29637,2.07648,2.52392,1.88687,1.66854,1.72306,angry
2.12804,2.00989,3.22229,1.74663,1.59453,2.32264,1.54232,1.58735,angry
2.52036,4.24163,3.75292,1.74417,2.02432,2.88217,1.39089,1.91566,angry
2.25144,3.28229,3.29797,1.78088,1.80078,1.84578,1.692,1.72325,angry
2.08914,1.74318,3.5971,1.62562,1.53813,1.17161,2.55971,1.57457,angry
2.82032,2.59155,2.99263,1.77798,2.22821,2.62955,1.47764,2.13935,angry
1.93875,2.7253,3.12038,1.55713,1.78467,4.25904,1.24809,1.5253,angry
2.41685,2.80375,3.55747,1.76829,1.57473,2.01861,1.59261,1.82249,angry
2.45856,4.36172,3.62849,1.63232,2.00709,3.16545,1.30779,1.95801,angry
2.14588,4.47743,4.12928,1.78848,1.36118,1.83743,1.60859,1.64259,angry
2.60161,5.52098,2.94618,1.437,1.76656,4.68722,1.17397,2.08006,angry
2.40842,4.29653,3.56133,1.71113,1.87465,2.62345,1.48546,1.82669,angry
2.03584,3.32295,3.46631,1.62817,1.75062,2.25851,1.58586,1.58062,angry
2.12744,4.97773,2.93287,1.78144,1.75673,1.99783,1.57733,1.61454,angry
2.32022,3.27184,4.91541,1.97309,1.48067,1.59457,1.78308,1.71423,angry
2.27429,3.68003,3.60656,1.92135,2.30507,2.16603,1.54634,1.68311,angry
2.19433,1.93086,4.12368,1.73587,1.92372,3.15266,1.40509,1.71592,angry
2.38965,2.60353,3.70211,1.61772,1.27956,2.15862,1.49828,1.86481,angry
2.70143,2.38192,4.98649,1.84566,1.57282,2.32707,1.58991,2.0088,angry
2.62238,2.27004,4.1742,1.83589,2.15229,1.96004,1.69889,1.96233,angry
2.37574,3.82379,4.27321,1.72569,1.80797,3.19427,1.28935,1.80725,angry
2.52407,2.67653,3.43084,1.73678,1.39886,2.09475,1.62683,1.91011,angry
2.01428,1.84858,5.98214,1.91731,2.11049,1.81321,1.87816,1.49458,angry
2.54363,7.35133,4.08505,1.68641,2.04585,4.01524,1.21113,2.00174,angry
2.34902,1.50579,3.67878,1.60479,1.642,1.62355,2.03026,1.7919,angry
2.10501,4.11817,4.52023,1.78511,1.98448,1.9205,1.63547,1.54029,angry
2.6137,3.81741,5.61443,2.03407,1.86714,1.84117,1.84947,1.92591,angry
2.40317,3.08022,2.95665,1.92173,1.42408,1.84654,1.65524,1.74866,angry
2.31268,3.8051,3.68233,1.98083,1.68355,1.70321,1.75398,1.67515,angry
2.13405,6.67356,4.30056,1.92801,1.70939,1.94749,1.58843,1.53383,angry
2.31768,2.76855,4.01806,2.09733,1.63843,1.39931,1.97732,1.6957,angry
2.28087,5.87443,3.04528,1.62173,1.47751,2.37961,1.48537,1.71602,angry
2.18538,2.68696,3.65085,1.7946,1.95686,2.31793,1.51955,1.65162,angry
2.64935,2.62985,3.56498,1.63264,1.74472,3.16847,1.32667,2.09028,angry
2.31715,1.72417,3.35036,1.66529,1.60483,1.59381,2.01736,1.76964,angry
2.09094,4.68457,3.91673,1.85004,2.04382,2.12059,1.58307,1.56551,angry
2.30988,2.00748,3.31182,1.54041,1.22774,2.05265,1.62319,1.7575,angry
2.17589,2.72662,5.06494,1.81053,1.60741,1.49146,2.01103,1.62087,angry
2.36902,3.17959,4.4833,1.89134,2.23467,1.87682,1.62831,1.7582,angry
2.32806,6.56019,3.37446,1.7508,1.78287,3.13882,1.34082,1.73739,angry
2.23102,7.8324,2.53812,1.60565,1.72858,3.20228,1.32646,1.69902,angry
2.73668,2.28828,3.94787,1.69933,1.57732,2.73916,1.45044,2.1077,angry
2.11914,4.47685,5.70817,1.83159,1.5274,1.76237,1.79301,1.56158,angry
2.60534,2.27877,3.04441,1.72794,1.70813,2.04291,1.64511,1.95005,angry
2.18415,2.24653,4.06175,1.64386,1.5151,2.13828,1.69055,1.67453,angry
2.54441,2.23187,3.59928,1.78731,1.26238,1.68264,1.77303,1.9861,angry
2.24136,2.4259,4.56917,1.65042,1.85413,2.63834,1.51108,1.74937,angry
2.20727,4.53173,3.2111,1.73525,1.81096,2.17366,1.51991,1.69773,angry
2.57011,3.37201,2.57684,1.61185,1.66091,2.38056,1.45564,1.99813,angry
1.76224,2.47808,3.24781,1.60779,1.66597,2.18529,1.65178,1.37262,angry
2.14366,2.42383,3.45205,1.63372,2.11958,4.09158,1.28716,1.60392,angry
2.40524,5.48366,4.31058,1.87421,2.03794,2.33007,1.51098,1.77735,angry
2.02318,2.68707,3.9705,1.80853,1.87597,1.91366,1.68989,1.53742,angry
1.75543,2.5487,5.07314,1.76525,1.82751,1.8997,1.71574,1.34369,angry
2.07554,1.41441,4.08893,1.83687,1.74585,1.68605,1.95949,1.51201,angry
2.19985,6.34292,4.09709,1.78536,2.09405,3.38662,1.28522,1.62627,angry
2.36243,6.02904,3.55069,1.736,1.91846,2.87345,1.42491,1.79497,angry
2.36725,1.88843,3.95875,1.83898,1.43748,1.88402,1.63735,1.82783,angry
2.18275,5.13425,4.21117,1.9792,1.80589,1.72342,1.77247,1.58872,angry
2.06794,6.73437,3.82922,1.62471,1.86327,3.23204,1.31539,1.50344,angry
2.2549,3.20297,3.24806,1.85617,2.05333,1.88334,1.69994,1.69727,angry
2.65707,1.74069,4.63546,1.97016,1.29569,1.75978,1.66079,2.01189,angry
2.15494,2.55449,4.4162,1.81581,1.74402,2.21103,1.60124,1.6547,angry
2.38464,1.94985,7.76643,1.6253,1.67382,2.34216,1.65615,1.81754,angry
2.39057,3.13335,3.42692,1.766,1.35946,1.5664,1.90113,1.77265,angry
2.28036,3.27689,2.90992,1.52832,1.51531,1.92547,1.62922,1.76328,angry
2.01548,4.46096,3.75029,1.61802,1.82641,1.92395,1.66166,1.52134,angry
2.36809,2.94655,2.8532,1.79632,2.45099,2.83558,1.40697,1.82496,angry
2.24783,5.10866,3.72419,1.81002,1.9244,2.21513,1.53071,1.6773,angry
2.37175,5.0913,3.98561,1.54725,2.02069,4.26938,1.20896,1.90728,angry
2.31772,1.88134,3.48724,1.65776,1.886,2.6774,1.49866,1.8115,angry
2.17051,1.88891,3.68306,1.51271,1.23419,2.16085,1.61939,1.64665,angry
2.14795,3.20661,3.45598,2.26995,2.28229,1.71694,1.73913,1.56279,angry
2.31369,3.3202,4.82264,1.78561,1.59711,2.04212,1.63074,1.72642,angry
2.32195,2.94121,4.17288,1.70615,1.84219,2.21069,1.57934,1.78941,angry
2.13549,5.00327,3.58338,1.66118,1.53826,2.15508,1.58411,1.60839,angry
2.00563,3.01945,3.57403,1.67677,1.74287,2.73285,1.40328,1.53654,angry
2.30442,3.37931,2.41757,1.5619,1.28958,2.11113,1.5586,1.79869,angry
2.37746,3.21151,3.85221,1.81384,2.19244,3.02791,1.38782,1.78342,angry
2.27344,2.49186,3.55883,1.9806,1.90652,1.80831,1.77922,1.71016,angry
2.49382,4.07734,2.98567,1.71885,2.31554,3.15821,1.37658,2.0006,angry
2.11961,2.24204,3.00279,1.59831,1.64535,2.46943,1.57679,1.64455,angry
2.24175,4.51877,3.40294,1.82078,1.74813,1.81714,1.68447,1.65214,angry
2.28754,2.51866,3.16585,1.75639,1.99462,2.01838,1.6645,1.72382,angry
2.64225,4.07496,3.69632,1.75686,2.12107,2.5474,1.45697,2.01601,angry
2.45746,2.70022,2.90572,1.38735,1.64355,2.67636,1.4603,1.95691,angry
2.28286,4.31592,3.69805,2.01124,1.96132,1.93457,1.62565,1.66831,angry
1.88821,2.01047,4.44449,1.64565,1.85773,2.83566,1.47399,1.47674,angry
2.63924,1.73392,3.27795,1.83503,1.64714,2.23844,1.55702,1.97721,angry
2.2087,3.74458,2.98775,1.91253,2.35716,2.08479,1.56309,1.6175,angry
1.98231,1.58762,5.24659,2.0018,2.19926,1.92152,1.6851,1.48341,angry
2.3572,3.87605,3.13491,1.78244,1.87041,2.26247,1.53933,1.82276,angry
2.28044,7.81358,3.8969,1.7449,2.07756,5.3116,1.13883,1.80239,angry
2.29737,4.78741,3.19782,1.82709,1.97398,2.48358,1.45143,1.77048,angry
2.30245,2.44086,4.14537,1.64457,2.10029,3.25581,1.35696,1.86057,angry
2.48181,4.68205,2.95709,1.69511,1.96337,4.83761,1.15673,1.92806,angry
2.18521,5.29197,3.02048,1.67702,1.94869,2.61084,1.42742,1.70755,angry
2.29032,4.18955,3.31181,1.69881,1.85948,2.25402,1.53345,1.74722,angry
2.23635,2.67516,3.03905,1.49247,2.19028,3.21703,1.38845,1.76369,angry
2.25133,1.83414,8.13159,1.9389,1.83413,1.52523,2.11763,1.6849,angry
2.11867,5.14662,3.98971,1.65387,1.5889,2.18291,1.50921,1.62238,angry
2.51297,4.91405,3.05461,1.62529,2.27049,3.13799,1.35612,1.96073,angry
2.1977,3.8186,3.31872,1.91727,1.81988,2.08145,1.55928,1.65085,angry
2.47644,3.78069,3.90059,1.75292,2.27631,2.6495,1.44695,1.88936,angry
2.06328,3.56129,2.69749,1.58247,1.96748,4.4353,1.20743,1.60205,angry
2.04436,1.54067,3.61663,1.64004,1.59945,2.2023,1.74165,1.54536,angry
2.26765,5.12222,2.67599,1.68994,1.93317,2.61382,1.45291,1.69443,angry
2.13337,2.40876,3.87903,1.79043,2.01076,2.34234,1.59283,1.63375,angry
2.08811,1.60859,3.03056,1.58563,1.51912,2.58265,1.53958,1.61379,angry
2.58057,3.71791,2.85269,1.69885,1.52177,2.36981,1.4592,1.97465,angry
2.18716,3.38414,3.58823,1.81784,1.81931,1.74102,1.77409,1.65792,angry
2.07294,5.97659,3.34069,1.85939,1.83051,1.9314,1.5877,1.54943,angry
2.34921,5.0125,3.08626,1.75793,2.0173,3.18434,1.29514,1.77258,angry
2.07884,2.73658,3.89853,1.81049,2.00168,3.38284,1.34815,1.58095,angry
2.50022,1.79658,3.01767,1.6147,1.66175,1.92946,1.7754,1.93182,angry
2.2444,3.6189,3.71932,1.63621,1.87217,1.91237,1.69389,1.72594,angry
2.33659,4.30921,3.00727,1.56303,2.06241,3.24549,1.32757,1.86525,angry
2.10192,2.96653,4.15432,1.72502,1.96917,1.9171,1.65445,1.59289,angry
2.63646,2.08915,4.07628,1.8159,1.14057,1.76363,1.63206,2.00046,angry
1.89544,8.31012,5.01223,1.54331,1.96969,2.59789,1.4075,1.53341,angry
2.12497,3.91101,4.03168,1.68317,1.75917,2.21394,1.57302,1.62692,angry
2.12462,1.91021,3.07129,1.69132,1.91668,4.14374,1.30795,1.6372,angry
2.36677,1.70193,5.05888,1.76095,1.74046,2.11567,1.68152,1.80174,angry
2.7403,2.98921,5.08042,1.9625,1.27135,2.26727,1.42453,2.05884,angry
2.10992,1.86113,3.79228,1.58608,1.74633,2.04418,1.71782,1.67431,angry
2.36852,6.11335,3.30835,1.45427,1.85015,3.33294,1.33189,1.81169,angry
2.3708,4.95858,3.21061,1.69894,2.04594,2.47732,1.46552,1.82423,angry
2.38987,3.20421,3.89431,1.73,1.52761,1.21353,2.2972,1.81216,angry
2.05042,2.20599,5.45287,1.77854,1.67265,2.01587,1.79322,1.52262,angry
2.21929,4.75359,3.27791,1.60388,1.44386,2.75602,1.41537,1.70269,angry
2.40175,1.72447,3.68208,1.78969,1.41786,1.90351,1.65298,1.86214,angry
2.20913,2.97495,4.08797,1.6613,1.77912,2.15905,1.59186,1.67726,angry
2.46966,3.6143,2.98235,1.80639,1.8267,1.93736,1.61191,1.85032,angry
2.51511,2.76154,5.83659,2.02469,1.19582,1.57418,1.74943,1.87404,angry
2.22829,2.52083,3.5008,1.70742,1.62198,2.71645,1.36241,1.75606,angry
2.13747,2.00992,4.45868,1.87385,1.80136,2.14073,1.63171,1.58947,angry
2.08189,5.95458,2.79669,1.63982,2.15828,3.37726,1.2689,1.58696,angry
2.2175,2.76402,3.51779,1.65058,1.52336,2.39478,1.53088,1.76651,angry
2.26265,2.15803,3.48627,1.56893,1.72643,2.67067,1.50419,1.70462,angry
2.24976,5.02121,3.54865,1.73926,2.09236,2.50496,1.47518,1.7108,angry
2.34775,3.6355,3.63483,1.8845,1.44687,1.67036,1.77145,1.6974,angry
2.2319,3.11756,5.11973,1.69142,1.49477,1.80008,1.77867,1.6636,angry
2.1153,2.10844,2.97617,1.60209,1.9631,3.27336,1.41099,1.66858,angry
1.9658,3.03302,4.46457,1.66235,1.4612,1.95804,1.6983,1.50953,angry
2.53663,4.28194,3.34237,1.99439,1.78552,2.07432,1.6235,1.80987,angry
2.22018,2.34114,3.1051,1.56558,1.96286,2.95316,1.43031,1.77124,angry
2.41404,3.88556,3.39862,1.86192,1.46458,1.57032,1.93447,1.76587,angry
2.22517,1.84569,2.82443,1.49368,1.6385,2.83788,1.45348,1.72163,angry
2.47385,3.01134,3.85425,1.92924,1.77264,1.82568,1.80668,1.85983,angry
2.37978,3.0655,4.34023,1.66301,1.60603,1.82867,1.6972,1.83828,angry
2.72586,1.63266,3.12502,1.72689,1.72365,1.85369,1.80475,2.06265,angry
2.10871,1.64668,3.26998,1.64243,1.35552,1.35717,2.25934,1.56111,angry
2.11592,4.57775,3.12798,1.6984,2.00767,2.48807,1.44753,1.63563,angry
2.51059,1.79975,5.16345,1.9443,1.89204,1.43526,2.08433,1.86906,angry
1.86578,2.78629,6.37766,1.67506,1.8977,2.33096,1.5431,1.44764,angry
2.51613,1.49174,3.78537,1.7975,1.81798,2.11078,1.70796,1.84941,angry
1.94202,3.81829,3.4171,1.82008,2.54325,2.49128,1.42503,1.49947,angry
2.42699,3.21898,4.83447,1.70664,1.29312,2.44471,1.47878,1.84116,angry
2.57567,2.7954,2.74089,1.67941,1.52583,2.56359,1.47268,1.94329,angry
2.11759,6.43925,3.96528,1.82011,2.30079,3.08392,1.31501,1.62278,angry
2.75149,2.66502,3.16524,2.00382,1.49187,2.00788,1.6922,1.95101,angry
2.33728,4.5742,2.86134,1.59406,2.22196,3.76267,1.27334,1.82475,angry
2.53738,1.86093,4.0029,1.84036,1.58858,1.54334,1.98725,1.89135,angry
2.21507,3.5656,3.75132,2.08958,2.26437,1.59901,1.81032,1.66559,angry
2.71797,2.14038,3.33793,1.88399,1.96418,2.20719,1.57739,2.00269,angry
2.13282,4.95182,4.37593,1.88771,1.7465,1.85449,1.73295,1.57848,angry
2.40667,5.44151,4.22106,1.81093,2.25428,2.79706,1.38143,1.84399,angry
2.19109,8.01622,3.59174,1.54531,2.22218,5.10748,1.14389,1.76357,angry
2.30806,3.89275,4.26174,1.82352,1.49565,1.73722,1.73089,1.75032,angry
2.30608,4.24025,5.41836,1.87283,2.15659,2.28502,1.56244,1.68704,angry
2.44026,3.52978,4.20501,1.63992,1.42427,2.10565,1.62237,1.88829,angry
2.51684,3.58212,4.02492,1.56294,1.93992,3.1305,1.39531,1.96106,angry
2.40148,2.61103,2.79546,1.77303,2.27627,2.10838,1.5964,1.78071,angry
2.25335,3.42439,3.02446,1.7551,1.88283,2.91104,1.43997,1.71285,angry
2.41174,2.73478,3.36615,1.91411,1.49118,2.05497,1.50262,1.84144,angry
2.03398,5.95592,6.33612,1.79589,1.81719,2.09307,1.55485,1.52345,angry
1.95822,1.89778,6.79971,1.62717,1.83511,2.23271,1.66061,1.51445,angry
2.0463,1.91863,6.35289,1.59459,1.71489,2.51936,1.66532,1.61363,angry
2.08559,1.59011,10.29755,1.85603,1.77114,2.01676,1.86185,1.58963,angry
2.04668,2.43511,5.33379,1.87726,1.44967,1.8925,1.69129,1.50197,angry
2.2098,4.32125,3.06743,1.66766,1.91321,2.99796,1.35331,1.64678,angry
2.16567,1.86409,2.7455,2.37366,0.90578,1.57395,1.67716,1.47144,angry
2.45917,4.52948,4.1878,1.98824,2.01018,2.24987,1.55096,1.80443,angry
2.20072,4.89409,2.80856,1.76627,1.96892,2.46467,1.44521,1.63584,angry
2.0957,1.867,4.51917,1.84645,1.49424,1.85533,1.79025,1.58006,angry
1.9506,3.36493,3.43639,1.63213,1.83322,2.77031,1.41886,1.49656,angry
1.88188,5.57385,2.81364,1.82251,1.61795,2.29092,1.39,1.43798,angry
2.41216,5.18245,2.72065,1.61567,2.00083,3.46296,1.29758,1.88322,angry
1.92504,2.58507,3.58005,1.84466,1.54686,1.88877,1.72945,1.40103,angry
2.36944,2.91952,3.50289,1.79865,1.48853,1.95924,1.67034,1.70841,angry
2.44679,3.50982,3.18647,1.73612,1.56027,2.1339,1.57629,1.78995,angry
2.87162,1.87612,3.83636,1.80774,1.07179,2.08791,1.5102,2.1448,angry
2.2465,2.58553,4.84664,1.78416,1.9888,2.34678,1.54091,1.71825,angry
2.14206,2.25521,4.14544,1.61833,1.50271,2.25523,1.66108,1.65867,angry
2.35221,3.12943,2.93848,1.554,1.20656,2.77467,1.3608,1.77519,angry
2.46471,3.58105,3.05866,1.68288,1.65612,2.04028,1.64625,1.85965,angry
2.0458,2.47471,5.11392,1.61028,1.48171,1.68763,1.82977,1.55447,angry
2.30028,1.99904,4.44178,1.89931,1.57823,1.962,1.70965,1.67141,angry
2.35866,4.52382,3.45448,1.71187,2.21998,3.01323,1.36794,1.80206,angry
2.37771,3.57234,2.97938,1.74392,2.38018,2.30257,1.5208,1.80951,angry
2.36501,2.88131,4.91435,1.6101,1.57512,1.79937,1.86298,1.74236,angry
